"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"MO-2012","MO","2012",10.919,70.8,6.59,1.04735080601875,1.14477977617548,0.00320565978268359,0.00230137336516251,6026,39983,1.114,71.3,6.96
"MO-2013","MO","2013",10.9935,71.4,6.74,1.05279763840701,1.1520291698227,0.00213608326185639,0.00217399243367834,6043,40121,1.125,70.8,6.59
"MO-2014","MO","2014",11.0015,70.5,6.92,1.05177042135746,1.15770057152904,0.002673899614451,0.00210911887468608,6059,41380,1.104,71.4,6.74
"MO-2015","MO","2015",11.0545,69.5,6.56,1.05223717906338,1.14800606918588,0.00212823011279383,0.00202892518563615,6075,42677,1.156,70.5,6.92
"MO-2016","MO","2016",11.0545,69,6.38,1.05296525573123,1.15364315843919,0.00225723131209028,0.0018741050212765,6091,43826,1.173,69.5,6.56
"MO-2017","MO","2017",11.0945,70.2,6.19,1.05884954989631,1.15201498239224,0.00219153330216136,0.00195464212136702,6111,44781,1.149,69,6.38
"MO-2018","MO","2018",11.1145,67.8,6.54,1.05949027689439,1.17772081092459,0.00182637361464889,0.00190620678656675,6126,46680,1.117,70.2,6.19
"MO-2019","MO","2019",11.168,66.8,6.21,1.06733035355988,1.18168969118107,0.00193343680601322,0.00196332821427072,6140,48401,1.138,67.8,6.54
"MO-2020","MO","2020",11.1615,66.7,6.02,1.06911426645185,1.17865554427669,0.00198809894838504,0.00192528647861056,6154,52095,1.096,66.8,6.21
"MS-1998","MS","1998",10.3035,56.6,13.4,1.05623289135639,1.22120315167064,0.00595867037602704,0.00867611865766609,2805,20173,1.085,NA,NA
"MS-1999","MS","1999",10.349,56.86,14.13,1.05259311715882,1.25660018103815,0.00582118643743277,0.00737885944797326,2828,20681,1.092,56.6,13.4
"MS-2000","MS","2000",10.3115,55.67,14.14,1.06051282874538,1.25049705619123,0.00558895195749141,0.00612561030242407,2848,21628,1.126,56.86,14.13
"MS-2001","MS","2001",10.312,59.22,12.97,1.04953176882526,1.30097460242066,0.00597419798411898,0.00734625544544939,2853,22806,1.092,55.67,14.14
"MS-2002","MS","2002",10.3135,57.3,13.26,1.04229643525926,1.30192275103529,0.00571143191994649,0.00654998661969517,2859,23202,1.089,59.22,12.97
"MS-2003","MS","2003",10.323,58.7,13.06,1.03761207393253,1.2281039764225,0.00411588508369093,0.00643543569201613,2868,24060,1.085,57.3,13.26
"MS-2004","MS","2004",10.3765,58.5,12.8,1.05068653433499,1.24022458623954,0.00523122273974542,0.00642782410695066,2889,25287,1.068,58.7,13.06
"MS-2005","MS","2005",10.3735,57.6,12.14,1.05354542485217,1.26428904373388,0.00447138321046038,0.00671882705127944,2906,26716,1.101,58.5,12.8
"MS-2006","MS","2006",10.385,57.7,12.24,1.05252500905931,1.26076695824298,0.00440028174919837,0.00841585693425953,2905,27827,1.084,57.6,12.14
"MS-2007","MS","2007",10.4155,57.7,12.23,1.05270207290467,1.30606706393871,0.00472805953167897,0.00931686965250098,2928,29432,1.111,57.7,12.24
"MS-2008","MS","2008",10.396,58.2,11.46,1.04325331179072,1.31236530507409,0.0041266379588061,0.0105191586919393,2948,30736,1.089,57.7,12.23
"MS-2009","MS","2009",10.396,56,11.34,1.05115000202505,1.33412835201627,0.00430092147003944,0.00894781720439416,2959,30220,1.114,58.2,11.46
"MS-2010","MS","2010",10.417,55.5,11.7,1.06481402812769,1.38568941630962,0.00436802706078756,0.00910930854284264,2971,31213,1.064,56,11.34
"MS-2011","MS","2011",10.461,53.3,11.45,1.0669836103932,1.38809032541683,0.00366875781304784,0.0102122185623641,2979,32454,1.075,55.5,11.7
"MS-2012","MS","2012",10.6625,53.6,11.08,1.07955794254044,1.44923339027233,0.00547321847087976,0.010925784417892,2985,33441,1.056,53.3,11.45
"MS-2013","MS","2013",10.6685,52.9,10.87,1.07049357786897,1.39129673609272,0.00392411740181297,0.0105901414954058,2990,33976,1.075,53.6,11.08
"MS-2014","MS","2014",10.6745,53.9,10.99,1.07083088700361,1.39887530841903,0.00556345449537432,0.0108295629206696,2992,34624,1.116,52.9,10.87
"MS-2015","MS","2015",10.671,51.8,10.8,1.06842059171925,1.49501615497716,0.0043392707583747,0.00858248231218776,2990,35100,1.111,53.9,10.99
"MS-2016","MS","2016",10.703,54.3,10.58,1.07181378632117,1.52375816182384,0.00344097556669591,0.00619669425048166,2991,35638,1.114,51.8,10.8
"MS-2017","MS","2017",10.7045,53.5,10.55,1.06726471673136,1.50903628557359,0.00343478739689738,0.00632969140753639,2991,36580,1.105,54.3,10.58
"MS-2018","MS","2018",10.704,53.6,10.97,1.06693062828408,1.53492987634594,0.00336826224213143,0.00610515204880977,2983,37624,1.099,53.5,10.55
"MS-2019","MS","2019",10.6975,52,10.83,1.06412322894505,1.53375072798735,0.00244399671859067,0.0060559319180902,2978,39157,1.104,53.6,10.97
"MS-2020","MS","2020",10.735,54,10.32,1.06624955305814,1.5881918684049,0.00243708039576008,0.00506323442509042,2958,42513,1.096,52,10.83
"MT-1998","MT","1998",10.703,59.9,12.9,1.32780199618752,1.15688930000562,0.0139515047651148,0.0243332267051082,892,21431,1.164,NA,NA
"MT-1999","MT","1999",10.628,56.55,13,1.39658425331687,1.16069466649492,0.0129096580954294,0.0239918863102671,898,21723,1.178,59.9,12.9
"MT-2000","MT","2000",10.628,60.45,13.14,1.27711741198302,1.16947088748779,0.0136597244698409,0.0237584120762415,904,22982,1.138,56.55,13
"MT-2001","MT","2001",10.634,65.7,11.35,1.22538619749167,1.18578558494109,0.0130317694978941,0.0264406381618966,907,23910,1.075,60.45,13.14
"MT-2002","MT","2002",10.634,61.1,11.74,1.284927400272,1.18603139830142,0.0140606933795693,0.0248107249756505,912,24516,1.082,65.7,11.35
"MT-2003","MT","2003",10.592,64.2,11.23,1.26454949818419,1.18447228359769,0.0116964053059395,0.0229916380400065,920,26114,1.162,61.1,11.74
"MT-2004","MT","2004",10.592,64.3,11.31,1.25302089608715,1.1706912089061,0.0117881444535963,0.0272121724546892,930,28034,1.113,64.2,11.23
"MT-2005","MT","2005",9.764,63.1,11.29,1.27221402222765,1.16842262377188,0.0125450576112347,0.0300300731339725,940,29839,1.099,64.3,11.31
"MT-2006","MT","2006",9.764,61.4,11.45,1.27925353668919,1.17012108971688,0.0111287600281903,0.033689268923552,953,31870,1.09,63.1,11.29
"MT-2007","MT","2007",10.0715,63,11.62,1.2544976314815,1.15976753193137,0.0119476990440751,0.033447938221226,965,33841,1.1,61.4,11.45
"MT-2008","MT","2008",10.0715,62.3,11.28,1.27467815857875,1.17002467870602,0.010602871508382,0.0349979960506126,976,35569,1.128,63,11.62
"MT-2009","MT","2009",10.4085,60.6,10.8,1.27286572864557,1.17956348044097,0.0122463049377049,0.0299006862410681,984,34479,1.159,62.3,11.28
"MT-2010","MT","2010",10.4085,62,9.92,1.28958043063667,1.18006106779711,0.0105830304323952,0.0328849012977692,991,36000,1.109,60.6,10.8
"MT-2011","MT","2011",10.762,56.7,9.63,1.35566913208146,1.19697705776209,0.0101927774791265,0.0375917012211983,998,38152,1.128,62,9.92
"MT-2012","MT","2012",10.762,57.7,9.36,1.32249835999394,1.18982187011152,0.013477838166704,0.0417616552754365,1004,40220,1.137,56.7,9.63
"MT-2013","MT","2013",10.736,59.7,9.43,1.29170349666925,1.20319791414618,0.0146010040279747,0.0418126652603426,1014,40146,1.088,57.7,9.36
"MT-2014","MT","2014",10.736,58.4,9.22,1.34099940331913,1.19822431734509,0.0135199751350276,0.0409372741028625,1023,41855,1.03,59.7,9.43
"MT-2015","MT","2015",10.74,59.2,8.86,1.32168593537546,1.19250397098632,0.0108647270457094,0.0343873012773202,1031,43100,1.117,58.4,9.22
"MT-2016","MT","2016",10.74,57.7,9.1,1.32822091197884,1.19181221492936,0.0120944457411887,0.0283288492660778,1042,43306,1.169,59.2,8.86
"MT-2017","MT","2017",10.7335,56.5,9.16,1.3346770936768,1.19792710911777,0.011844425893889,0.026840273796907,1054,45373,1.128,57.7,9.1
"MT-2018","MT","2018",10.7335,55.8,9.33,1.33951250713247,1.2088617497101,0.011293534058917,0.0280228574455105,1062,47211,1.083,56.5,9.16
"MT-2019","MT","2019",10.682,57.8,9.48,1.30122932835871,1.20848625866077,0.00785566289141756,0.0275280603480894,1070,49647,1.037,55.8,9.33
"MT-2020","MT","2020",10.682,52.6,9.16,1.33242079101535,1.20433628897381,0.0110731618273275,0.0236751897400601,1087,53546,1.076,57.8,9.48
"NC-1998","NC","1998",9.9045,58.8,7.57,1.06587217623997,1.08997682882181,0.00394720694866743,0.00160656561640652,7809,25385,1.029,NA,NA
"NC-1999","NC","1999",9.6485,59.52,7.22,1.05718331519861,1.09010204891645,0.00371579282873153,0.00154470787726364,7949,26158,1.016,58.8,7.57
"NC-2000","NC","2000",9.6485,60.11,7.32,1.05340473870877,1.09215083173354,0.00307336728070339,0.0014945350550342,8082,27410,1.027,59.52,7.22
"NC-2001","NC","2001",9.7025,60.16,7.09,1.05168491765499,1.08450063884991,0.00349690722861581,0.00148010671665031,8210,27782,1.023,60.11,7.32
"NC-2002","NC","2002",9.7025,59.8,7.06,1.05078413481139,1.09440796753965,0.00407610413320889,0.00121748325960518,8326,27856,1.027,60.16,7.09
"NC-2003","NC","2003",9.9275,58.6,6.94,1.07279469894397,1.08764696835548,0.00351453239211551,0.001192321886569,8423,28709,1.031,59.8,7.06
"NC-2004","NC","2004",9.9275,59.8,6.86,1.05531966557959,1.08701660822816,0.00345838029053683,0.00124181121422756,8553,30586,1.017,58.6,6.94
"NC-2005","NC","2005",9.704,60.2,6.61,1.05457700416359,1.08789939594492,0.00317154385440453,0.00137669033897424,8705,32209,1.035,59.8,6.86
"NC-2006","NC","2006",9.704,59.8,6.1,1.05277537109098,1.08685543979979,0.00326352209473249,0.00144039825896174,8917,34189,1.031,60.2,6.61
"NC-2007","NC","2007",9.667,61,6.12,1.04371017768625,1.09100780699756,0.0036895512367875,0.00147705113104766,9118,35960,1.033,59.8,6.1
"NC-2008","NC","2008",9.6695,59.4,5.99,1.0619590887177,1.09251340802225,0.00326755177058426,0.00115151909300821,9309,37772,1.044,61,6.12
"NC-2009","NC","2009",9.665,56.9,5.92,1.07039397586778,1.0988927010144,0.00282007702281438,0.00103930324099094,9450,35921,1.03,59.4,5.99
"NC-2010","NC","2010",9.6925,57.7,6.29,1.06888843325356,1.11202943807462,0.00207128516747383,0.000763119620977313,9575,35847,1.039,56.9,5.92
"NC-2011","NC","2011",10.7275,55.7,5.93,1.07173657210279,1.11840200346924,0.00249089513889737,0.000792031940526263,9659,36816,1.022,57.7,6.29
"NC-2012","NC","2012",10.723,54,5.7,1.07353501657133,1.14502054025421,0.00298552593976586,0.000754521981944944,9752,38867,1.039,55.7,5.93
"NC-2013","NC","2013",10.8105,52.6,5.65,1.08936399689743,1.17415475744159,0.00298384802693322,0.00073508772029285,9847,38062,1.023,54,5.7
"NC-2014","NC","2014",10.8165,53.1,5.62,1.08041885960526,1.17780264091089,0.00274993106559178,0.000701947955675039,9937,39866,1.025,52.6,5.65
"NC-2015","NC","2015",10.8215,51.4,5.46,1.07975915507621,1.19897893474514,0.00255388635403657,0.000732080747297703,10037,41617,1.015,53.1,5.62
"NC-2016","NC","2016",10.826,50.5,5.42,1.08497620380472,1.20644551139371,0.00299438845529056,0.000759614514969164,10162,42582,1.018,51.4,5.46
"NC-2017","NC","2017",10.8405,49.7,5.2,1.09327668848364,1.20233706639059,0.003147550171792,0.000821245212203231,10276,44207,1.022,50.5,5.42
"NC-2018","NC","2018",10.8355,48.9,5.35,1.1007135714291,1.22345546349332,0.00250945884446686,0.000806342680627199,10391,46040,1.015,49.7,5.2
"NC-2019","NC","2019",10.754,48.9,5.17,1.1038060705829,1.21459294593127,0.00255161160466504,0.000817468344260698,10501,48366,1.019,48.9,5.35
"NC-2020","NC","2020",10.7215,45.9,4.87,1.11878260531344,1.22590549381806,0.00270261264039476,0.000798845064008468,10449,51781,1.017,48.9,5.17
"ND-1998","ND","1998",10.634,82.1,14.69,1.07857611171179,1.13156789896248,0.0161858180206665,0.0191447187145427,648,23286,1.129,NA,NA
"ND-1999","ND","1999",10.5955,80.66,15.8,1.08169921588988,1.14218885205746,0.0145118596095108,0.0175611095515012,644,23683,1.151,82.1,14.69
"ND-2000","ND","2000",10.5955,82.03,15.44,1.06853616028724,1.14000497949235,0.0153866250506304,0.0179396186275943,642,25842,1.124,80.66,15.8
"ND-2001","ND","2001",10.615,81.79,16.35,1.04788030537349,1.14074183175001,0.0164205551332496,0.0192702096950424,639,26493,1.09,82.03,15.44
"ND-2002","ND","2002",10.615,82.3,15.26,1.05423236245632,1.15351255427224,0.0144906328487497,0.0171703021505526,638,27197,1.13,81.79,16.35
"ND-2003","ND","2003",10.631,83.1,14.38,1.06038599134813,1.13992685324246,0.011043189079577,0.0174597913500477,639,29663,1.098,82.3,15.26
"ND-2004","ND","2004",10.631,81.8,14.3,1.05967724787927,1.13947025532872,0.0147475480161106,0.0180948366636112,645,29984,1.098,83.1,14.38
"ND-2005","ND","2005",10.631,82.1,13.94,1.05584124827077,1.12133440223688,0.0137368994919897,0.0214559873439952,646,31731,1.077,81.8,14.3
"ND-2006","ND","2006",10.631,81.5,13.6,1.06202060943746,1.12020248880471,0.0126474368510102,0.0259304822387601,649,33120,1.086,82.1,13.94
"ND-2007","ND","2007",10.5845,81,13.68,1.07386900711908,1.12978277447726,0.0170728456313708,0.0285507835996511,653,36501,1.065,81.5,13.6
"ND-2008","ND","2008",10.5845,79.9,12.97,1.09790345119341,1.13609452809087,0.0171302631361713,0.0379153260517233,658,40973,1.057,81,13.68
"ND-2009","ND","2009",10.5675,77.6,12.35,1.1475874075282,1.11924814482215,0.0127272127988306,0.0368816383304238,665,40186,1.069,79.9,12.97
"ND-2010","ND","2010",NA,74.4,12.5,1.17724614319954,1.13558510279175,0.0116724343240716,0.0565833037002325,675,44084,1.093,77.6,12.35
"ND-2011","ND","2011",10.649,71.6,12.43,1.19521710213777,1.1372864608076,0.0111719511827093,0.0870854717539859,686,48886,1.138,74.4,12.5
"ND-2012","ND","2012",10.649,72.5,10.61,1.18091903115193,1.13067485554913,0.0138145275210032,0.114554583529528,702,56077,1.075,71.6,12.43
"ND-2013","ND","2013",10.671,71.4,11.21,1.16564847524218,1.13883263496025,0.0118588075005779,0.116136953968196,723,54358,1.087,72.5,10.61
"ND-2014","ND","2014",10.671,70.4,11.11,1.17323588921651,1.13877531311866,0.0121675400587,0.128132698516512,739,56665,1.093,71.4,11.21
"ND-2015","ND","2015",10.644,70.7,10.76,1.18030594524793,1.16569213910306,0.00738475372553663,0.0990751433056176,756,52981,1.093,70.4,11.11
"ND-2016","ND","2016",10.644,68.9,11.03,1.21525521227457,1.18083314215668,0.00850620986890779,0.0668213177616103,756,51307,1.09,70.7,10.76
"ND-2017","ND","2017",10.716,65.6,11.71,1.26154663337794,1.17676125267752,0.00990097804598475,0.0805480877305756,757,51839,1.064,68.9,11.03
"ND-2018","ND","2018",10.716,66.3,11.87,1.2460249167007,1.19603629453367,0.00830058596269782,0.0946646952977619,760,55180,1.069,65.6,11.71
"ND-2019","ND","2019",10.678,64.7,12.13,1.24040325764333,1.23016829207667,0.0101185437809054,0.094891221980393,764,56622,1.071,66.3,11.87
"ND-2020","ND","2020",10.678,61.6,11.67,1.2822593265647,1.23979674939558,0.0106128883617343,0.0685163109795121,780,61091,1.068,64.7,12.13
"NE-1998","NE","1998",10.318,60.6,9.36,1.06323673051356,1.19433307593002,0.0129393654401492,0.00182674325797033,1696,26387,1.153,NA,NA
"NE-1999","NE","1999",10.326,58.29,9.03,1.06712469755516,1.18261649392703,0.0115472518079351,0.00175824113697709,1705,27467,1.106,60.6,9.36
"NE-2000","NE","2000",10.318,60.44,8.75,1.06540077755771,1.19051211921154,0.0122571953561446,0.00166825554316644,1714,28924,1.131,58.29,9.03
"NE-2001","NE","2001",10.363,61.23,8.5,1.06534264513313,1.18671412874968,0.0134179984556749,0.00160832968336907,1720,30184,1.12,60.44,8.75
"NE-2002","NE","2002",10.363,59.5,8.54,1.0654286906273,1.17926686017439,0.0120602437477413,0.00154825064592479,1728,30553,1.097,61.23,8.5
"NE-2003","NE","2003",10.393,61.9,8.19,1.06643634544683,1.17462363772387,0.0139400236477409,0.00174368989014272,1739,32268,1.112,59.5,8.54
"NE-2004","NE","2004",10.393,59.3,8.11,1.07474183949039,1.16628633025051,0.0124655178025885,0.0017818160121969,1749,33496,1.108,61.9,8.19
"NE-2005","NE","2005",10.36,60.7,7.89,1.07336988136079,1.1704321350234,0.0108157018069506,0.00175669679987018,1761,34401,1.112,59.3,8.11
"NE-2006","NE","2006",10.36,60.1,7.86,1.0765918106543,1.18216041049296,0.011088787574376,0.00162741498790592,1773,35718,1.091,60.7,7.89
"NE-2007","NE","2007",10.36,57.2,8.07,1.08473929922068,1.2025356208814,0.012632857300397,0.00111934825760918,1783,38184,1.07,60.1,7.86
"NE-2008","NE","2008",10.374,57.5,8.48,1.10653679419845,1.21714110566626,0.0124382757949902,0.00115860738944624,1796,40291,1.073,57.2,8.07
"NE-2009","NE","2009",10.515,57.9,8.29,1.11165550278551,1.21238722168939,0.0127954205681353,0.00110702396106861,1813,39422,1.094,57.5,8.48
"NE-2010","NE","2010",10.496,54.6,8.9,1.15412646682122,1.19552774437798,0.0115462324947405,0.00114902378595548,1830,41086,1.116,57.9,8.29
"NE-2011","NE","2011",10.535,57.8,8.42,1.16742358169644,1.20113786277773,0.0121739290957204,0.00126687473491185,1841,45611,1.091,54.6,8.9
"NE-2012","NE","2012",10.529,58.8,8.3,1.15591042326181,1.18967053581897,0.0123640979309622,0.00143727146406398,1854,46391,1.057,57.8,8.42
"NE-2013","NE","2013",10.499,58.5,8.33,1.15871725425354,1.20595965132359,0.0117625757540686,0.00131367309467,1866,45918,1.084,58.8,8.3
"NE-2014","NE","2014",10.499,54.8,8.14,1.17750695094376,1.20460595378789,0.0116577133385304,0.00138763057968266,1880,48195,1.062,58.5,8.33
"NE-2015","NE","2015",10.496,53.8,7.7,1.19188441897538,1.19865167910382,0.0122541690055216,0.0012681864062747,1892,49716,1.081,54.8,8.14
"NE-2016","NE","2016",10.519,53,7.73,1.19367679776417,1.19872510894147,0.0115459891469894,0.00118825860216827,1906,48695,1.087,53.8,7.7
"NE-2017","NE","2017",10.6,53.1,7.65,1.21421697017193,1.20120600090284,0.0126058359107345,0.00119822704550093,1917,49538,1.122,53,7.73
"NE-2018","NE","2018",10.6,55.2,7.78,1.2096544847427,1.21620292005186,0.0121508557491382,0.00125645396079647,1926,51439,1.066,53.1,7.65
"NE-2019","NE","2019",10.568,52.7,7.64,1.22492338174974,1.21928705863144,0.0112739702417909,0.00118424746834585,1933,53450,1.069,55.2,7.78
"NE-2020","NE","2020",10.568,51.6,7.31,1.23492741068781,1.22319360546991,0.00977373741089307,0.00115240923972353,1963,56733,1.091,52.7,7.64
"NH-1998","NH","1998",10.2785,45.9,5.47,1.14391843971631,1.06820212765957,0.00169602279384876,0.000455506378887786,1206,30348,1.075,NA,NA
"NH-1999","NH","1999",9.606,45.66,5.51,1.13312119345788,1.06974269486074,0.00141528543029524,0.000487525263276935,1222,31857,1.068,45.9,5.47
"NH-2000","NH","2000",9.8345,47.75,5.46,1.12467676692676,1.08460393658337,0.00144720651446867,0.000413869872944717,1240,35323,1.071,45.66,5.51
"NH-2001","NH","2001",10.3335,47.74,5.32,1.09848200624423,1.08076718549668,0.00141253212485305,0.000931065518945657,1256,36782,1.053,47.75,5.46
"NH-2002","NH","2002",10.344,47.8,5.32,1.09135136673,1.08243371825794,0.00170753257288569,0.000984729709223087,1269,37013,1.052,47.74,5.32
"NH-2003","NH","2003",10.5555,49.5,5.26,1.09167462586643,1.17325463194715,0.00146968506113092,0.000903825938362724,1280,37374,1.046,47.8,5.32
"NH-2004","NH","2004",10.555,48.3,5.16,1.10516933509589,1.19220218432788,0.00133309873370102,0.000994111919310599,1290,39324,1.053,49.5,5.26
"NH-2005","NH","2005",10.5365,47.2,5.01,1.13028531825374,1.22366080737951,0.00101983317073058,0.00107171455455769,1298,40404,1.044,48.3,5.16
"NH-2006","NH","2006",10.52,47,4.62,1.11699025027119,1.20994719167538,0.00107102403008137,0.00106078458559128,1308,42866,1.043,47.2,5.01
"NH-2007","NH","2007",9.1875,44.8,4.62,1.12434726904486,1.20983156791314,0.00118866261457148,0.00120553825558709,1313,44422,1.033,47,4.62
"NH-2008","NH","2008",9.182,44.7,4.58,1.14472750190732,1.24554682057916,0.0010691309021464,0.0010614699596581,1316,45713,1.029,44.8,4.62
"NH-2009","NH","2009",9.2285,43.3,4.58,1.16752436293812,1.20829430899222,0.00107424111269154,0.000950019828657418,1316,45119,1.047,44.7,4.58
"NH-2010","NH","2010",9.24,40.7,4.45,1.17125342376418,1.20939557811868,0.00100959560214127,0.000961573152225581,1317,46983,1.039,43.3,4.58
"NH-2011","NH","2011",10.687,42.2,4.39,1.17524057812853,1.24513538729963,0.000848262680702202,0.00092735556341204,1320,49088,1.033,40.7,4.45
"NH-2012","NH","2012",10.69,40.6,4.2,1.17463825528543,1.2583156109698,0.00145644008565495,0.00093155719403789,1325,50719,1.034,42.2,4.39
"NH-2013","NH","2013",9.9195,37,4.43,1.19285579001678,1.18172051437789,0.0014487260939858,0.000906686808003184,1327,50428,1.015,40.6,4.2
"NH-2014","NH","2014",9.9205,38.1,4.48,1.19633979943322,1.18696983864966,0.0014521795300989,0.000871997905945736,1334,51993,1.021,37,4.43
"NH-2015","NH","2015",10.5215,38,4.4,1.21341419141393,1.22332362068258,0.00113004458298597,0.000880930805755917,1337,54166,1.023,38.1,4.48
"NH-2016","NH","2016",10.5185,35.6,4.18,1.20424029876457,1.19383944329421,0.00123907461603886,0.000909712751781848,1344,55681,1.014,38,4.4
"NH-2017","NH","2017",10.579,35.4,4.3,1.20983939212132,1.16847022016441,0.000939908112121725,0.000931691425653293,1350,57882,1.034,35.6,4.18
"NH-2018","NH","2018",10.569,37.1,4.32,1.19221313362287,1.15798100090545,0.000850936272268708,0.000925513408629542,1355,60338,1.056,35.4,4.3
"NH-2019","NH","2019",9.138,35.9,4.16,1.19514346300362,1.1731626914873,0.00065549286384286,0.0009107129830641,1361,63934,1.054,37.1,4.32
"NH-2020","NH","2020",9.1305,36,3.9,1.17318518869169,1.18133742692234,0.000676455156513527,0.00100944864533022,1379,67883,1.026,35.9,4.16
"NJ-1998","NJ","1998",9.9595,54.5,5.67,1.01610137005346,1.2829432958113,0.00101954642522782,0.000774728745957366,8287,34580,1.211,NA,NA
"NJ-1999","NJ","1999",9.9625,53.33,5.75,1.01574488149586,1.28647271619985,0.000896012886319226,0.00067526173764118,8360,35854,1.158,54.5,5.67
"NJ-2000","NJ","2000",9.956,55.07,5.27,1.01654382821866,1.24881701802772,0.000965754534118142,0.000579297818802063,8431,39095,1.185,53.33,5.75
"NJ-2001","NJ","2001",9.9575,54.49,5.16,1.01223949530438,1.23309915215594,0.000996243407110993,0.000528930764057075,8493,40189,1.145,55.07,5.27
"NJ-2002","NJ","2002",9.291,53.7,5.14,1.011556521788,1.24770615686844,0.00125072304333163,0.000419305917766823,8553,40454,1.135,54.49,5.16
"NJ-2003","NJ","2003",9.155,55.5,5.09,1.01063618302091,1.2522404233681,0.00111205421601524,0.000434492164192274,8601,41167,1.115,53.7,5.14
"NJ-2004","NJ","2004",9.0535,56.5,5.15,1.01076300222372,1.25129151737549,0.00105302397994857,0.000461335972311405,8635,42825,1.118,55.5,5.09
"NJ-2005","NJ","2005",9.049,56,5.24,1.01102481400961,1.23516382119354,0.000829476002398757,0.000489005137500119,8652,44238,1.169,56.5,5.15
"NJ-2006","NJ","2006",9.048,54.8,4.92,1.01880482363397,1.22295282153003,0.000895863667038419,0.000458279450681097,8662,47366,1.124,56,5.24
"NJ-2007","NJ","2007",9.048,54.9,5.12,1.01985727036129,1.24009630312985,0.00101246333123082,0.000440369538904893,8678,50133,1.074,54.8,4.92
"NJ-2008","NJ","2008",9.009,54.9,4.85,1.01951937250597,1.24465960884931,0.000911883211516325,0.000449069010661928,8711,51606,1.084,54.9,5.12
"NJ-2009","NJ","2009",9.019,51.8,4.68,1.02794787628101,1.26914593755863,0.000920887331592382,0.000445257808550103,8756,49828,1.077,54.9,4.85
"NJ-2010","NJ","2010",9.016,50.8,4.45,1.03233884322799,1.29319324830356,0.000869688106349689,0.000424284722698947,8799,50962,1.078,51.8,4.68
"NJ-2011","NJ","2011",9.012,50.4,4.48,1.03259527164264,1.29766789376727,0.000741351143401349,0.000394059115857381,8829,52862,1.087,50.8,4.45
"NJ-2012","NJ","2012",9.004,49.4,4.2,1.03539574492377,1.30882633223183,0.000968164679365461,0.000385228313549086,8846,54247,1.082,50.4,4.48
"NJ-2013","NJ","2013",9.0045,48.9,4.23,1.03885793256242,1.32113948749313,0.000961803287385677,0.000406015884227026,8858,54380,1.094,49.4,4.2
"NJ-2014","NJ","2014",9.0045,49.6,4.27,1.0408089961404,1.36104784569486,0.000992034255394438,0.000418541018755479,8867,56383,1.068,48.9,4.23
"NJ-2015","NJ","2015",9.0065,49.1,4.12,1.03739564321001,1.3569999147453,0.00077232809986738,0.000428119435936349,8870,58425,1.056,49.6,4.27
"NJ-2016","NJ","2016",9.0035,50.3,4,1.03991761080692,1.3712320504248,0.000856765988963672,0.000395061420582505,8874,59793,1.054,49.1,4.12
"NJ-2017","NJ","2017",9.005,48.5,3.88,1.04015462952186,1.35163176677783,0.000831707781437222,0.000398648206151541,8888,61716,1.058,50.3,4
"NJ-2018","NJ","2018",9.0015,49.5,3.98,1.03843286578266,1.3647857880656,0.000754891347653725,0.000395645314757201,8892,64206,1.03,48.5,3.88
"NJ-2019","NJ","2019",9.0265,50.2,3.75,1.04053204689841,1.37706286916572,0.000586083550052329,0.000419307279275689,8891,67484,1.057,49.5,3.98
"NJ-2020","NJ","2020",9.0115,48.2,3.53,1.04269748817469,1.35893920833966,0.00062210440770379,0.000420461183874106,9272,70957,1.053,50.2,3.75
"NM-1998","NM","1998",9.4545,71.9,9.51,1.01578117855218,1.37933597426739,0.00812291550474382,0.0318894583904324,1793,21318,1.06,NA,NA
"NM-1999","NM","1999",9.524,72.32,9.08,1.01597418137397,1.36133579522555,0.00759653727717181,0.0283906509914239,1808,21523,1.082,71.9,9.51
"NM-2000","NM","2000",9.5095,72.24,9.25,1.01601186667793,1.39085493197484,0.0080156557941924,0.029861471450333,1821,23019,1.03,72.32,9.08
"NM-2001","NM","2001",9.5235,72.72,9.23,1.01195482824851,1.39233778774475,0.00758940636558947,0.0318784437723611,1832,24545,1.059,72.24,9.25
"NM-2002","NM","2002",9.5545,72.5,8.93,1.01240869275301,1.34809050404631,0.00822177398728117,0.0277095355340415,1855,25237,1.083,72.72,9.23
"NM-2003","NM","2003",9.4785,73.4,8.61,1.01322484813282,1.34067257194027,0.00687478016954017,0.027579273339119,1878,26108,1.113,72.5,8.93
"NM-2004","NM","2004",9.475,73.1,8.25,1.01709883283023,1.33450887200836,0.00694928386169772,0.0289667912255525,1904,27366,1.074,73.4,8.61
"NM-2005","NM","2005",9.391,72.4,8.16,1.03441148498445,1.3287142115305,0.00748054556570424,0.0325830773869336,1932,28744,1.066,73.1,8.25
"NM-2006","NM","2006",9.3875,71.9,8.05,1.04099491192268,1.32879840208665,0.0066983543543965,0.0372491783921572,1962,30433,1.042,72.4,8.16
"NM-2007","NM","2007",9.3515,69.8,8.25,1.04470866652138,1.33508518996608,0.00735366604616615,0.0378555642316434,1990,31780,1.013,71.9,8.05
"NM-2008","NM","2008",9.368,69.6,7.79,1.05414362358274,1.3730633480691,0.00645991428491457,0.0427689568947816,2011,33552,1.012,69.8,8.25
